Age,Gender,Education,Years_of_Experience,Platforms_Worked,Weekly_Work_Hours,Monthly_Income,Active_Platforms,Top_Challenges,Order_Cancellation_Freq,Confidence_Road_Safety,Training_Interests,Preferred_Learning_Mode,Preferred_Training_Time,Training_Motivation,Mobile_App_Comfort,GPS_Usage_Freq,Follows_Tips_Online,Online_Community_Member,Interested_in_RiderBoost,Recommend_Score,Willingness_to_Pay,Expected_Benefit
42,Male,Graduate Degree,5,Talabat,49,2008,1,"Navigation issues, Low pay, Customer complaints",Rarely,1,"Customer service, Route optimization",Reading materials,Flexible,"Certification, Skill-building, Career growth",5,Sometimes,Yes,No,Yes,6,17,"Health & safety, Better income"
29,Female,College,5,"Deliveroo, Talabat, Uber Eats",48,2100,3,Low pay,Sometimes,5,"Safety practices, Customer service, Communication skills, Route optimization",Audio,Mornings,"Peer competition, Career growth, Better income",3,Always,No,Yes,No,8,8,"Better income, Social recognition"
27,Male,High School,3,Talabat,45,2279,2,Navigation issues,Rarely,3,"Route optimization, Safety practices, Fitness and health",In-person,Evenings,"Certification, Peer competition",3,Often,Yes,Yes,Yes,7,5,"Faster delivery, Fewer complaints"
22,Male,College,2,"Deliveroo, Uber Eats, DoorDash",29,2704,2,"Low pay, Fatigue, Customer complaints",Rarely,2,"Customer service, Communication skills, Route optimization",In-person,Evenings,Peer competition,3,Sometimes,No,Yes,Yes,3,15,"Faster delivery, Better income"
17,Male,College,1,"DoorDash, Zomato, Talabat",59,2053,1,"Customer complaints, Unsafe conditions",Often,3,Route optimization,Videos,Weekends,Career growth,2,Rarely,Yes,Yes,Yes,9,7,Health & safety
37,Male,High School,1,Deliveroo,39,1272,1,"Customer complaints, Unsafe conditions, Fatigue",Rarely,2,Customer service,Interactive app,Evenings,"Skill-building, Better income, Certification",5,Often,No,Yes,Yes,5,11,Better income
31,Female,College,7,"DoorDash, Deliveroo",50,1672,3,Customer complaints,Sometimes,2,"Customer service, Communication skills",Interactive app,Mornings,"Career growth, Better income",3,Sometimes,Yes,Yes,Yes,7,23,Better income
20,Female,College,0,"DoorDash, Uber Eats",29,1954,1,"Low pay, Unsafe conditions, Navigation issues",Sometimes,3,"Fitness and health, Safety practices, Communication skills",Audio,Weekends,"Peer competition, Skill-building, Better income",4,Sometimes,Yes,Yes,Yes,4,3,Health & safety
20,Female,High School,3,"Zomato, Uber Eats, Deliveroo",33,2834,2,"Unsafe conditions, Low pay, Navigation issues",Always,3,"Communication skills, Customer service, Route optimization, Fitness and health",Reading materials,Evenings,Skill-building,4,Often,Yes,No,Yes,6,13,"Fewer complaints, Better income"
27,Male,College,5,"Talabat, Uber Eats",59,1101,3,"Low pay, Unsafe conditions, Fatigue",Sometimes,5,Communication skills,Reading materials,Weekends,"Certification, Skill-building",3,Always,No,Yes,Maybe,8,26,"Better income, Faster delivery"
43,Female,College,0,"Talabat, Zomato, Deliveroo",42,2401,1,"Low pay, Navigation issues, Customer complaints",Never,3,"Customer service, Safety practices, Fitness and health",Videos,Weekends,Career growth,2,Always,No,No,Yes,5,10,Better income
28,Male,Graduate Degree,3,"Uber Eats, Zomato, Other",60,1890,2,"Unsafe conditions, Low pay",Never,4,"Fitness and health, Communication skills, Route optimization",In-person,Flexible,"Better income, Career growth",2,Sometimes,Yes,Yes,Yes,5,30,"Health & safety, Better income"
18,Male,No schooling,5,"DoorDash, Uber Eats",44,2219,1,"Customer complaints, Unsafe conditions",Sometimes,1,"Fitness and health, Customer service, Communication skills, Safety practices",Videos,Weekends,"Peer competition, Skill-building, Career growth",2,Always,Yes,Yes,Yes,7,0,Health & safety
28,Male,High School,3,"Other, Zomato, DoorDash",27,1749,2,"Low pay, Customer complaints",Sometimes,3,Customer service,Interactive app,Weekends,"Better income, Peer competition, Skill-building",5,Always,No,Yes,Yes,7,33,"Health & safety, Social recognition"
28,Male,College,9,Zomato,54,1379,1,Unsafe conditions,Sometimes,2,"Route optimization, Communication skills",In-person,Evenings,"Skill-building, Better income",3,Often,Yes,No,Yes,8,15,Better income
8,Female,High School,0,"Zomato, DoorDash, Talabat",39,2175,2,Fatigue,Sometimes,2,Safety practices,Videos,Mornings,Skill-building,4,Sometimes,No,Yes,Maybe,6,2,Better income
30,Female,College,5,"Talabat, DoorDash, Deliveroo",52,2127,1,"Customer complaints, Navigation issues, Unsafe conditions",Never,3,"Communication skills, Customer service, Fitness and health",Audio,Mornings,"Skill-building, Career growth",3,Always,Yes,Yes,Maybe,8,23,"Fewer complaints, Health & safety"
28,Female,College,3,Other,45,2286,1,Navigation issues,Sometimes,1,"Route optimization, Fitness and health",Interactive app,Evenings,"Better income, Career growth",2,Often,No,No,Yes,6,19,Fewer complaints
36,Male,High School,5,"Uber Eats, Zomato",30,1793,2,"Navigation issues, Low pay, Unsafe conditions",Sometimes,1,"Safety practices, Customer service",Reading materials,Mornings,Peer competition,1,Often,No,Yes,Maybe,8,29,Fewer complaints
45,Male,College,4,Uber Eats,47,1500,1,"Fatigue, Low pay, Customer complaints",Rarely,5,"Customer service, Fitness and health, Safety practices",Videos,Weekends,"Skill-building, Better income, Certification",2,Often,No,No,Yes,5,0,Faster delivery
39,Male,College,2,Uber Eats,67,1021,2,Unsafe conditions,Rarely,5,"Safety practices, Fitness and health, Route optimization",Interactive app,Flexible,"Better income, Peer competition",5,Always,No,Yes,No,6,4,"Better income, Social recognition"
28,Male,High School,3,"Zomato, Deliveroo",50,2210,1,"Customer complaints, Low pay, Fatigue",Rarely,5,Safety practices,Interactive app,Weekends,"Better income, Certification",3,Sometimes,Yes,Yes,No,8,23,"Social recognition, Health & safety"
21,Male,Graduate Degree,1,"Deliveroo, Talabat",44,2012,2,Navigation issues,Rarely,1,Safety practices,Reading materials,Weekends,"Peer competition, Better income, Skill-building",2,Always,Yes,Yes,No,6,40,Better income
51,Male,College,4,"Uber Eats, DoorDash",56,1317,1,Customer complaints,Sometimes,2,"Route optimization, Communication skills",Reading materials,Flexible,"Career growth, Skill-building",5,Always,No,No,Yes,5,21,"Fewer complaints, Better income"
30,Male,College,4,"Zomato, Uber Eats",47,1531,2,"Unsafe conditions, Fatigue, Low pay",Rarely,5,"Safety practices, Communication skills",Reading materials,Evenings,"Better income, Peer competition, Certification",1,Always,Yes,Yes,Yes,10,22,"Health & safety, Social recognition"
30,Male,College,4,"Zomato, Other, Uber Eats",47,1567,1,Fatigue,Rarely,3,"Safety practices, Fitness and health",Videos,Weekends,"Peer competition, Career growth",3,Always,No,Yes,Yes,7,7,Fewer complaints
30,Female,High School,5,"Talabat, Other",34,1059,1,"Navigation issues, Fatigue, Low pay",Rarely,5,"Communication skills, Safety practices, Route optimization, Fitness and health",Reading materials,Weekends,"Skill-building, Certification, Career growth",3,Sometimes,No,Yes,Yes,8,13,"Social recognition, Faster delivery"
32,Prefer not to say,Graduate Degree,4,"Talabat, Other, Zomato",47,1391,1,Unsafe conditions,Always,3,"Route optimization, Customer service, Communication skills",Audio,Evenings,"Career growth, Better income",5,Always,Yes,Yes,Yes,2,139,"Fewer complaints, Health & safety"
29,Female,College,3,Talabat,55,1233,2,Unsafe conditions,Often,3,Customer service,Interactive app,Weekends,Better income,5,Often,Yes,No,Yes,10,20,Social recognition
25,Female,College,1,"Talabat, Zomato, Deliveroo",37,1594,1,"Unsafe conditions, Low pay",Rarely,2,Communication skills,Reading materials,Weekends,Peer competition,4,Often,Yes,Yes,Yes,10,24,"Fewer complaints, Health & safety"
26,Male,College,2,Other,59,1431,3,"Low pay, Navigation issues",Sometimes,3,"Safety practices, Communication skills, Fitness and health",Interactive app,Mornings,"Certification, Better income, Skill-building",4,Often,Yes,Yes,No,9,17,"Fewer complaints, Faster delivery"
30,Female,High School,5,"Uber Eats, Talabat",44,986,3,Fatigue,Rarely,5,"Route optimization, Customer service, Safety practices",In-person,Evenings,"Better income, Certification",5,Often,Yes,Yes,Yes,10,23,"Social recognition, Health & safety"
26,Female,College,6,"DoorDash, Deliveroo, Zomato",36,2811,1,"Unsafe conditions, Customer complaints, Fatigue",Sometimes,2,"Fitness and health, Communication skills",In-person,Weekends,"Career growth, Certification",2,Sometimes,Yes,Yes,Maybe,6,15,"Health & safety, Better income"
24,Male,High School,3,"Uber Eats, Other",55,2426,2,"Fatigue, Unsafe conditions",Never,2,"Fitness and health, Communication skills",Reading materials,Weekends,"Certification, Career growth, Better income",3,Often,Yes,Yes,Yes,8,28,"Faster delivery, Fewer complaints"
31,Male,High School,3,"Other, Zomato",42,1410,1,Navigation issues,Sometimes,1,"Customer service, Communication skills, Route optimization",Interactive app,Flexible,"Better income, Skill-building",2,Often,Yes,Yes,Maybe,8,6,"Health & safety, Social recognition"
28,Female,High School,1,"Talabat, Deliveroo",53,1936,1,"Low pay, Fatigue, Customer complaints",Sometimes,3,"Route optimization, Communication skills",In-person,Flexible,"Career growth, Skill-building",5,Always,Yes,No,Yes,6,29,Better income
42,Male,Graduate Degree,5,"Talabat, DoorDash, Other",42,2009,2,"Customer complaints, Navigation issues",Often,5,"Route optimization, Customer service, Fitness and health",Reading materials,Flexible,"Better income, Career growth",5,Rarely,Yes,No,Yes,7,8,"Social recognition, Faster delivery"
9,Male,College,4,"Talabat, Uber Eats",44,2396,2,"Navigation issues, Fatigue, Unsafe conditions",Rarely,3,"Safety practices, Route optimization",Interactive app,Weekends,Better income,3,Always,Yes,Yes,Maybe,5,15,"Social recognition, Faster delivery"
39,Male,College,7,"Zomato, Deliveroo, Talabat",50,1391,2,"Navigation issues, Unsafe conditions, Fatigue",Often,5,"Communication skills, Fitness and health, Customer service",Reading materials,Weekends,"Better income, Career growth, Certification",5,Often,No,No,Yes,6,3,Faster delivery
40,Male,College,1,"Other, Uber Eats",48,2346,1,Low pay,Often,4,"Fitness and health, Customer service",Interactive app,Flexible,"Peer competition, Better income, Certification",3,Sometimes,Yes,Yes,Yes,9,20,"Better income, Health & safety"
13,Male,College,2,Other,25,1526,1,"Fatigue, Unsafe conditions",Rarely,1,"Customer service, Safety practices",In-person,Mornings,"Career growth, Better income, Certification",4,Often,Yes,Yes,Yes,3,16,Social recognition
27,Male,Graduate Degree,3,"Talabat, Zomato, DoorDash",34,1132,1,"Customer complaints, Navigation issues, Fatigue",Sometimes,2,Route optimization,Reading materials,Mornings,Career growth,4,Often,No,Yes,Yes,9,22,Social recognition
27,Male,High School,4,DoorDash,54,2162,2,Navigation issues,Rarely,1,"Communication skills, Customer service",In-person,Mornings,"Career growth, Skill-building",2,Always,No,Yes,Yes,4,0,Social recognition
19,Male,High School,3,"Other, Talabat, Uber Eats",44,2445,2,"Customer complaints, Unsafe conditions",Rarely,4,"Customer service, Safety practices",Reading materials,Mornings,Skill-building,5,Often,Yes,Yes,Yes,7,16,Fewer complaints
24,Female,High School,1,Uber Eats,40,3094,2,"Navigation issues, Customer complaints",Rarely,1,"Fitness and health, Safety practices, Customer service",Videos,Evenings,"Peer competition, Career growth",4,Always,Yes,No,Maybe,7,19,Faster delivery
21,Male,College,5,Other,31,1200,1,"Low pay, Fatigue, Navigation issues",Sometimes,1,"Route optimization, Communication skills",In-person,Flexible,"Career growth, Certification",2,Always,Yes,No,No,8,5,"Health & safety, Better income"
44,Male,College,4,"Zomato, Talabat",34,2149,1,"Low pay, Navigation issues, Unsafe conditions",Sometimes,4,"Communication skills, Fitness and health, Route optimization",In-person,Weekends,"Better income, Peer competition",4,Often,Yes,Yes,Yes,7,20,"Fewer complaints, Health & safety"
37,Male,High School,1,"Uber Eats, Deliveroo, DoorDash",25,1595,1,"Fatigue, Navigation issues, Customer complaints",Always,1,Fitness and health,Audio,Flexible,Skill-building,4,Always,No,Yes,Maybe,5,0,"Faster delivery, Fewer complaints"
40,Female,No schooling,6,"Talabat, Zomato, Deliveroo",44,2192,1,"Low pay, Unsafe conditions, Customer complaints",Rarely,1,"Customer service, Safety practices",In-person,Mornings,"Career growth, Certification, Skill-building",1,Rarely,No,No,Yes,7,14,"Better income, Faster delivery"
36,Male,College,5,"Uber Eats, Deliveroo",39,1065,1,"Low pay, Customer complaints, Navigation issues",Always,4,"Route optimization, Safety practices",Interactive app,Weekends,"Skill-building, Career growth, Certification",1,Always,No,Yes,Yes,10,29,"Faster delivery, Social recognition"
21,Male,No schooling,3,Deliveroo,35,1169,3,Low pay,Rarely,4,Communication skills,Reading materials,Evenings,"Skill-building, Peer competition, Certification",3,Always,Yes,Yes,Yes,7,14,Social recognition
26,Female,College,3,"Talabat, Zomato",44,1412,3,"Navigation issues, Customer complaints, Unsafe conditions",Often,2,"Customer service, Fitness and health, Communication skills, Safety practices",Videos,Flexible,"Career growth, Skill-building",2,Often,No,Yes,No,5,8,Health & safety
34,Female,Graduate Degree,4,"Zomato, DoorDash, Uber Eats",49,1839,2,Navigation issues,Sometimes,5,"Fitness and health, Customer service",Interactive app,Weekends,"Peer competition, Better income",3,Sometimes,Yes,Yes,Yes,6,14,Better income
20,Male,High School,1,Other,66,1479,1,"Fatigue, Navigation issues",Rarely,5,"Safety practices, Customer service, Communication skills, Fitness and health",Interactive app,Weekends,Skill-building,2,Sometimes,Yes,Yes,No,7,16,"Faster delivery, Health & safety"
36,Female,High School,3,Talabat,30,2130,1,Customer complaints,Often,4,Communication skills,Interactive app,Mornings,"Peer competition, Certification",2,Often,Yes,No,Yes,6,24,"Faster delivery, Better income"
28,Male,College,1,"Talabat, Deliveroo, Uber Eats",57,2313,3,"Unsafe conditions, Low pay, Fatigue",Sometimes,5,"Communication skills, Safety practices",Interactive app,Mornings,"Better income, Career growth",2,Always,Yes,No,Maybe,6,16,Better income
27,Male,College,5,"Zomato, Talabat",55,2100,1,"Unsafe conditions, Low pay",Sometimes,3,"Safety practices, Communication skills",Videos,Flexible,Peer competition,3,Often,Yes,Yes,No,10,23,Better income
36,Male,College,0,Deliveroo,37,2609,3,"Fatigue, Unsafe conditions, Navigation issues",Sometimes,3,"Safety practices, Customer service, Fitness and health",Audio,Evenings,Skill-building,5,Often,No,No,Yes,8,16,"Better income, Faster delivery"
34,Male,Graduate Degree,6,"Other, Talabat",47,2008,1,Customer complaints,Sometimes,3,"Fitness and health, Customer service",In-person,Weekends,"Peer competition, Career growth, Better income",1,Often,Yes,Yes,No,7,8,Better income
27,Female,High School,2,Uber Eats,40,7836,1,Fatigue,Sometimes,2,Communication skills,Interactive app,Mornings,"Career growth, Better income",2,Always,Yes,Yes,Yes,7,1,Fewer complaints
39,Male,College,3,Uber Eats,47,2482,3,"Unsafe conditions, Fatigue, Navigation issues",Often,5,Fitness and health,In-person,Flexible,Certification,3,Sometimes,Yes,No,Yes,7,19,"Better income, Health & safety"
21,Male,College,2,"DoorDash, Talabat",60,1497,1,"Customer complaints, Navigation issues, Low pay",Never,1,"Customer service, Fitness and health, Route optimization, Safety practices",In-person,Mornings,"Certification, Better income, Peer competition",4,Always,Yes,Yes,Yes,8,0,"Health & safety, Better income"
35,Female,College,2,Other,51,2255,2,Customer complaints,Sometimes,4,"Customer service, Fitness and health, Communication skills, Safety practices",Interactive app,Flexible,"Better income, Skill-building",4,Always,No,Yes,Yes,10,0,"Fewer complaints, Health & safety"
35,Female,High School,6,"Other, Zomato",50,2587,2,Low pay,Often,5,"Safety practices, Customer service, Communication skills, Fitness and health",Audio,Mornings,"Peer competition, Certification",5,Always,No,Yes,Maybe,6,1,"Faster delivery, Fewer complaints"
28,Male,College,2,"Uber Eats, Deliveroo, Zomato",41,2028,1,"Navigation issues, Fatigue",Never,2,"Fitness and health, Safety practices, Route optimization",In-person,Evenings,"Better income, Peer competition",1,Always,No,No,Yes,5,118,"Social recognition, Health & safety"
